SUP_ID,STA_NM_ANFR,NAT_ID,latitude,longitude,SUP_NM_HAUT,COM_CD_INSEE
469800,0782700060,23,48.79666666666667,2.100277777777778,29,78646
469800,0782290251,23,48.79666666666667,2.100277777777778,29,78646
478623,0782750028,38,48.94499999999999,2.2013888888888893,61,78586
475297,0782750447,31,48.94277777777778,1.5430555555555554,"27,8",78107
475297,0782700500,31,48.94277777777778,1.5430555555555554,"27,8",78107
467551,0780130075,33,48.66361111111111,1.746388888888889,83,78497
467551,0782290004,33,48.66361111111111,1.746388888888889,83,78497
467551,0782700169,33,48.66361111111111,1.746388888888889,83,78497
467551,0782750439,33,48.66361111111111,1.746388888888889,83,78497
467551,0780180025,33,48.66361111111111,1.746388888888889,83,78497
467551,0780990040,33,48.66361111111111,1.746388888888889,83,78497
467551,0780220089,33,48.66361111111111,1.746388888888889,83,78497
463678,0782290297,23,49.02194444444444,1.9058333333333333,"25,7",78261
463678,0782700213,23,49.02194444444444,1.9058333333333333,"25,7",78261
463678,0782750380,23,49.02194444444444,1.9058333333333333,"25,7",78261
463678,0780990117,23,49.02194444444444,1.9058333333333333,"25,7",78261
469502,0782700182,38,48.79694444444444,2.136388888888889,"28,4",78646
469502,0782290372,38,48.79694444444444,2.136388888888889,"28,4",78646
469502,0780990012,38,48.79694444444444,2.136388888888889,"28,4",78646
465314,0782700056,38,48.976111111111116,1.985,"44,1",78643
465314,0782750148,38,48.976111111111116,1.985,"44,1",78643
465314,0780990021,38,48.976111111111116,1.985,"44,1",78643
465314,0782290634,38,48.976111111111116,1.985,"44,1",78643
469607,0782750018,38,48.92722222222222,2.189722222222222,23,78311
461720,0782290234,23,48.88944444444444,2.0844444444444448,44,78551
461720,0782700187,23,48.88944444444444,2.0844444444444448,44,78551
461720,0782750169,23,48.88944444444444,2.0844444444444448,44,78551
461720,0781650030,23,48.88944444444444,2.0844444444444448,44,78551
461720,0781650028,23,48.88944444444444,2.0844444444444448,44,78551
461720,0781650026,23,48.88944444444444,2.0844444444444448,44,78551
461720,0781650025,23,48.88944444444444,2.0844444444444448,44,78551
461720,0780990019,23,48.88944444444444,2.0844444444444448,44,78551
461720,0781650045,23,48.88944444444444,2.0844444444444448,44,78551
465998,0782700158,4,48.98361111111111,1.8047222222222223,45,78267
465998,0782750122,4,48.98361111111111,1.8047222222222223,45,78267
460412,0782290390,4,48.788333333333334,2.124722222222222,40,78646
460412,0782700266,4,48.788333333333334,2.124722222222222,40,78646
460412,0782750146,4,48.788333333333334,2.124722222222222,40,78646
460412,0780990058,4,48.788333333333334,2.124722222222222,40,78646
460700,0782700195,4,48.995,1.6994444444444445,29,78361
460700,0782750377,4,48.995,1.6994444444444445,29,78361
460700,0780990004,4,48.995,1.6994444444444445,29,78361
460852,0780300050,4,48.55583333333333,1.9191666666666665,65,78499
460852,0782750117,4,48.55583333333333,1.9191666666666665,65,78499
460852,0782700464,4,48.55583333333333,1.9191666666666665,65,78499
460852,0780990197,4,48.55583333333333,1.9191666666666665,65,78499
465955,0782290373,10,48.79833333333333,1.9133333333333333,"5,8",78321
465955,0782750679,10,48.79833333333333,1.9133333333333333,"5,8",78321
466815,0782290201,32,48.836111111111116,2.088611111111111,9,78043
466885,0782700269,26,48.82777777777778,1.9755555555555557,20,78165
467036,0782290406,4,49.03444444444444,1.5675,"54,8",78089
467036,0782700312,4,49.03444444444444,1.5675,"54,8",78089
467036,0782750203,4,49.03444444444444,1.5675,"54,8",78089
467036,0780990068,4,49.03444444444444,1.5675,"54,8",78089
467109,0782290128,23,48.73361111111111,2.001388888888889,39,78561
467109,0782700115,23,48.73361111111111,2.001388888888889,39,78561
467109,0782750171,23,48.73361111111111,2.001388888888889,39,78561
467109,0780990184,23,48.73361111111111,2.001388888888889,39,78561
471957,0782290115,4,48.56888888888889,1.7672222222222222,34,78470
471957,0782700163,4,48.56888888888889,1.7672222222222222,34,78470
471957,0782750799,4,48.56888888888889,1.7672222222222222,34,78470
471957,0780990221,4,48.56888888888889,1.7672222222222222,34,78470
537920,0780030768,17,48.97805555555556,1.713611111111111,18,78362
604166,0780030819,4,48.922777777777775,2.0380555555555553,30,78498
1246785,0782290426,20,48.814166666666665,2.141111111111111,18,78646
486253,0782290425,23,48.84,2.1097222222222225,41,78158
486253,0782700043,23,48.84,2.1097222222222225,41,78158
486253,0780180004,23,48.84,2.1097222222222225,41,78158
486253,0780990044,23,48.84,2.1097222222222225,41,78158
472961,0782290422,48,48.831388888888895,1.8683333333333334,27,78443
473420,0780300007,23,48.78861111111111,1.9716666666666667,56,78208
473420,0782290260,23,48.78861111111111,1.9716666666666667,56,78208
473420,0782700231,23,48.78861111111111,1.9716666666666667,56,78208
473420,0780230021,23,48.78861111111111,1.9716666666666667,56,78208
473420,0780990008,23,48.78861111111111,1.9716666666666667,56,78208
473420,0782750722,23,48.78861111111111,1.9716666666666667,56,78208
473420,0780180023,23,48.78861111111111,1.9716666666666667,56,78208
512722,0780030072,23,48.968333333333334,1.743888888888889,45,78291
512722,0782290107,23,48.968333333333334,1.743888888888889,45,78291
512722,0782700275,23,48.968333333333334,1.743888888888889,45,78291
512722,0782750854,23,48.968333333333334,1.743888888888889,45,78291
512722,0780600038,23,48.968333333333334,1.743888888888889,45,78291
512722,0780990429,23,48.968333333333334,1.743888888888889,45,78291
474246,0782700191,38,48.97666666666667,1.9158333333333333,"45,4",78440
474246,0782750227,38,48.97666666666667,1.9158333333333333,"45,4",78440
474246,0780990102,38,48.97666666666667,1.9158333333333333,"45,4",78440
476568,0782290170,38,48.75833333333333,1.9663888888888887,45,78644
477651,0782290273,23,48.96472222222223,1.8102777777777779,40,78217
477651,0782700177,23,48.96472222222223,1.8102777777777779,40,78217
477651,0780990076,23,48.96472222222223,1.8102777777777779,40,78217
477651,0782750847,23,48.96472222222223,1.8102777777777779,40,78217
483343,0782290168,49,48.88361111111111,2.013888888888889,7,78233
483343,0782700095,49,48.88361111111111,2.013888888888889,7,78233
483343,0782750681,49,48.88361111111111,2.013888888888889,7,78233
483343,0780990397,49,48.88361111111111,2.013888888888889,7,78233
483525,0782050002,26,48.842222222222226,2.093611111111111,30,78043
483525,0782290393,26,48.842222222222226,2.093611111111111,30,78043
492931,0782700108,32,48.79944444444444,1.7466666666666668,"7,5",78513
492931,0782750286,32,48.79944444444444,1.7466666666666668,"7,5",78513
604679,0780030074,23,48.939722222222215,1.9525,45,78431
604679,0782700045,23,48.939722222222215,1.9525,45,78431
604679,0782750849,23,48.939722222222215,1.9525,45,78431
604679,0780600035,23,48.939722222222215,1.9525,45,78431
604679,0780990536,23,48.939722222222215,1.9525,45,78431
482505,0782290424,10,48.90972222222222,2.081944444444445,10,78551
485154,0782050001,26,48.915277777777774,2.077777777777778,66,78551
485154,0782290005,26,48.915277777777774,2.077777777777778,66,78551
485154,0782700102,26,48.915277777777774,2.077777777777778,66,78551
485154,0780990026,26,48.915277777777774,2.077777777777778,66,78551
