zone_id,image,relative_image_path,row,col,zoom,world_left,world_top,world_right,world_bottom,center_latitude,center_longitude,north,south,west,east
intermediaire,intermediaire_r03_c00.jpg,zones/intermediaire/images/intermediaire_r03_c00.jpg,3,0,19,67797173,46388296,67798197,46389320,48.477345327484066,1.8475618958473206,48.47825569608456,48.476434942546845,1.8461886048316956,1.8489351868629456
intermediaire,intermediaire_r03_c01.jpg,zones/intermediaire/images/intermediaire_r03_c01.jpg,3,1,19,67798197,46388296,67799221,46389320,48.477345327484066,1.8503084778785706,48.47825569608456,48.476434942546845,1.8489351868629456,1.8516817688941956
intermediaire,intermediaire_r03_c02.jpg,zones/intermediaire/images/intermediaire_r03_c02.jpg,3,2,19,67799221,46388296,67800245,46389320,48.477345327484066,1.8530550599098206,48.47825569608456,48.476434942546845,1.8516817688941956,1.8544283509254456
intermediaire,intermediaire_r03_c03.jpg,zones/intermediaire/images/intermediaire_r03_c03.jpg,3,3,19,67800245,46388296,67801269,46389320,48.477345327484066,1.8558016419410706,48.47825569608456,48.476434942546845,1.8544283509254456,1.8571749329566956
intermediaire,intermediaire_r03_c04.jpg,zones/intermediaire/images/intermediaire_r03_c04.jpg,3,4,19,67801269,46388296,67802293,46389320,48.477345327484066,1.8585482239723206,48.47825569608456,48.476434942546845,1.8571749329566956,1.8599215149879456
intermediaire,intermediaire_r04_c00.jpg,zones/intermediaire/images/intermediaire_r04_c00.jpg,4,0,19,67797173,46389320,67798197,46390344,48.47552454127284,1.8475618958473206,48.476434942546845,48.47461412366195,1.8461886048316956,1.8489351868629456
intermediaire,intermediaire_r04_c01.jpg,zones/intermediaire/images/intermediaire_r04_c01.jpg,4,1,19,67798197,46389320,67799221,46390344,48.47552454127284,1.8503084778785706,48.476434942546845,48.47461412366195,1.8489351868629456,1.8516817688941956
intermediaire,intermediaire_r04_c02.jpg,zones/intermediaire/images/intermediaire_r04_c02.jpg,4,2,19,67799221,46389320,67800245,46390344,48.47552454127284,1.8530550599098206,48.476434942546845,48.47461412366195,1.8516817688941956,1.8544283509254456
intermediaire,intermediaire_r04_c03.jpg,zones/intermediaire/images/intermediaire_r04_c03.jpg,4,3,19,67800245,46389320,67801269,46390344,48.47552454127284,1.8558016419410706,48.476434942546845,48.47461412366195,1.8544283509254456,1.8571749329566956
intermediaire,intermediaire_r04_c04.jpg,zones/intermediaire/images/intermediaire_r04_c04.jpg,4,4,19,67801269,46389320,67802293,46390344,48.47552454127284,1.8585482239723206,48.476434942546845,48.47461412366195,1.8571749329566956,1.8599215149879456
